subject_id,target,budget_nights,predictor,seed,mae,rmse,bias,n_windows,n_nights,fit_windows,fit_nights,source
User07,humidity,1,E,1,8.48879843193236,10.225754900233442,-2.149162084894495,114838,85,,,frozen_predictions
User07,temperature,1,E,2,2.152760054182992,2.58282437376848,-1.8012329228152293,114838,85,,,frozen_predictions
User07,humidity,1,E,2,8.614547039514408,10.416378455468735,-2.5432497002569154,114838,85,,,frozen_predictions
User07,temperature,3,E,0,2.36232086003273,2.8251087822042087,-2.148806341305024,114838,85,,,frozen_predictions
User07,humidity,3,E,0,8.315330506179714,9.827376240811283,-1.149330145521471,114838,85,,,frozen_predictions
User07,temperature,3,E,1,2.363086424342429,2.8298074992393416,-2.147791118192485,114838,85,,,frozen_predictions
User07,humidity,3,E,1,8.324309527043399,9.85067029087431,-0.8331096331674248,114838,85,,,frozen_predictions
User07,temperature,3,E,2,2.369650537792372,2.834655689090698,-2.154417076844642,114838,85,,,frozen_predictions
User07,humidity,3,E,2,8.39904360197067,9.9787412556773,-1.2443371434540897,114838,85,,,frozen_predictions
User07,temperature,7,E,0,2.337220094208298,2.7950785572076966,-2.094301437033227,114838,85,,,frozen_predictions
User07,humidity,7,E,0,8.368535892089293,9.94211622163857,-1.8794456948290712,114838,85,,,frozen_predictions
User07,temperature,7,E,1,2.3224716151570908,2.7812509997133223,-2.0678608080619765,114838,85,,,frozen_predictions
User07,humidity,7,E,1,8.362498517246268,9.934172850574619,-1.7036521017313542,114838,85,,,frozen_predictions
User07,temperature,7,E,2,2.3398834072533448,2.800545992938858,-2.101383358176396,114838,85,,,frozen_predictions
User07,humidity,7,E,2,8.421029891647864,10.036201232257076,-1.917330882290115,114838,85,,,frozen_predictions
User07,temperature,14,E,0,2.3700851062857415,2.835600859266719,-2.1455506961654613,114838,85,,,frozen_predictions
User07,humidity,14,E,0,8.262391425874716,9.712740241020402,0.53616243774828,114838,85,,,frozen_predictions
User07,temperature,14,E,1,2.3555002854855314,2.8204933836930333,-2.1237288961130054,114838,85,,,frozen_predictions
User07,humidity,14,E,1,8.27668847448586,9.73244732404373,0.8119817552558691,114838,85,,,frozen_predictions
User07,temperature,14,E,2,2.367409231133333,2.8348505011832295,-2.1456731483036116,114838,85,,,frozen_predictions
User07,humidity,14,E,2,8.286771727695735,9.74374599444042,0.6887398587660117,114838,85,,,frozen_predictions
User07,temperature,14,S,0,2.3704269258436153,2.8364249867171285,-2.1489598856808927,114838,85,,,frozen_predictions
User07,humidity,14,S,0,8.279459974532147,9.721281571690836,0.49901968892708903,114838,85,,,frozen_predictions
User07,temperature,14,S,1,2.322638114215958,2.7795400513672712,-2.075218031913511,114838,85,,,frozen_predictions
User07,humidity,14,S,1,8.264629810205488,9.702987222273808,0.28795838465451995,114838,85,,,frozen_predictions
User07,temperature,14,S,2,2.390661548108788,2.858178871310329,-2.1828491831508936,114838,85,,,frozen_predictions
User07,humidity,14,S,2,8.282389275947079,9.725272332099552,0.602040453599317,114838,85,,,frozen_predictions
