subject_id,target,budget_nights,first,second,seed,role,n_nights,n_windows,first_mae,second_mae,point_estimate,ci_lower,ci_upper,interval,night_median_delta,proportion_nights_second_better,n_resamples,rng_seed,level
User01,temperature,7,B,D,0,primary,136,265852,2.161904323735022,2.675806224379977,-0.5139019006449548,-0.707218846816198,-0.3182142115800934,below_zero,-0.41955802799383135,0.4411764705882353,2000,0,0.95
User01,temperature,7,B,D,1,sensitivity,136,265852,2.161904323735022,2.896787185455272,-0.7348828617202496,-0.9904733321137997,-0.4852805285838192,below_zero,-0.8704509759277299,0.39705882352941174,2000,0,0.95
User01,temperature,7,B,D,2,sensitivity,136,265852,2.161904323735022,3.0798062881436334,-0.9179019644086113,-1.074892896895849,-0.7578765469638442,below_zero,-0.7864104892999981,0.23529411764705882,2000,0,0.95
User01,temperature,7,B,E,0,primary,136,265852,2.161904323735022,2.248300813498881,-0.08639648976385894,-0.11876103108459207,-0.05116679957961396,below_zero,-0.09463205219993909,0.3602941176470588,2000,0,0.95
User01,temperature,7,B,E,1,sensitivity,136,265852,2.161904323735022,2.249132600742825,-0.087228277007803,-0.11342802554460289,-0.05784579456464282,below_zero,-0.09401749264202408,0.2867647058823529,2000,0,0.95
User01,temperature,7,B,E,2,sensitivity,136,265852,2.161904323735022,2.4178726315207806,-0.2559683077857584,-0.29340358096874697,-0.21813602823623648,below_zero,-0.23682215516258798,0.15441176470588236,2000,0,0.95
User01,temperature,7,D,E,0,primary,136,265852,2.675806224379977,2.248300813498881,0.42750541088109584,0.25323331188984055,0.5980901466632503,above_zero,0.29262231201367306,0.5735294117647058,2000,0,0.95
User01,temperature,7,D,E,1,sensitivity,136,265852,2.896787185455272,2.249132600742825,0.6476545847124466,0.40654569342440633,0.8872387912842462,above_zero,0.7939387244664766,0.5955882352941176,2000,0,0.95
User01,temperature,7,D,E,2,sensitivity,136,265852,3.0798062881436334,2.4178726315207806,0.6619336566228529,0.47528287326725865,0.8418924002313865,above_zero,0.5480257984336239,0.625,2000,0,0.95
User01,temperature,14,B,D,0,primary,136,265852,1.8708246755752882,2.4618149706134904,-0.5909902950382022,-0.7979984649201645,-0.3812573527356859,below_zero,-0.7655484730829408,0.40441176470588236,2000,0,0.95
User01,temperature,14,B,D,1,sensitivity,136,265852,1.8708246755752882,2.717773059429717,-0.8469483838544287,-1.1047685268099559,-0.5864503846081597,below_zero,-1.153785261426051,0.375,2000,0,0.95
User01,temperature,14,B,D,2,sensitivity,136,265852,1.8708246755752882,2.6772860251189026,-0.8064613495436144,-0.9936906964878522,-0.6154792864422386,below_zero,-0.8905913663351458,0.3235294117647059,2000,0,0.95
User01,temperature,14,B,E,0,primary,136,265852,1.8708246755752882,1.7116959553467823,0.15912872022850588,0.10909973752940591,0.20838123462197183,above_zero,0.04301015924731744,0.5735294117647058,2000,0,0.95
User01,temperature,14,B,E,1,sensitivity,136,265852,1.8708246755752882,1.808089000361152,0.06273567521413614,0.03549025804225514,0.08979777979895774,above_zero,0.03568092901571368,0.6029411764705882,2000,0,0.95
User01,temperature,14,B,E,2,sensitivity,136,265852,1.8708246755752882,1.7395562052884945,0.13126847028679367,0.08908231452131433,0.17299304151366807,above_zero,0.03026331866731058,0.5882352941176471,2000,0,0.95
User01,temperature,14,B,S,0,primary,136,265852,1.8708246755752882,1.7689328863159,0.10189178925938824,0.07364519889324003,0.13010841469711087,above_zero,0.07091446755366893,0.6617647058823529,2000,0,0.95
User01,temperature,14,B,S,1,sensitivity,136,265852,1.8708246755752882,1.790805892073323,0.08001878350196523,0.05966886943074657,0.10049200252297126,above_zero,0.05596660826145028,0.6691176470588235,2000,0,0.95
User01,temperature,14,B,S,2,sensitivity,136,265852,1.8708246755752882,1.7798105461329072,0.09101412944238096,0.06400897865643536,0.11715462959066965,above_zero,0.03752229491547049,0.6176470588235294,2000,0,0.95
User01,temperature,14,D,E,0,primary,136,265852,2.4618149706134904,1.7116959553467823,0.7501190152667081,0.5786942003852471,0.9142336859169012,above_zero,0.6163803094671977,0.6397058823529411,2000,0,0.95
User01,temperature,14,D,E,1,sensitivity,136,265852,2.717773059429717,1.808089000361152,0.9096840590685649,0.6696543510796681,1.1475823287360694,above_zero,1.1257229149466341,0.6397058823529411,2000,0,0.95
