model,fold,subject_id,stratum_type,stratum,target,metric,value,seed_sd,n_windows,source
CONTACT,2,User02,device,22480,temperature,bias,-3.275807125644889,0.01729863998110254,57491,p4
CONTACT,2,User02,device,22480,humidity,mae,15.192209494095037,0.1742987385484546,57491,p4
CONTACT,2,User02,device,22480,humidity,rmse,16.945567119271274,0.15454476413687793,57491,p4
CONTACT,2,User02,device,22480,humidity,bias,-14.86685553799046,0.18628001616939577,57491,p4
CONTACT,2,User02,device,22482,temperature,mae,5.824939193916152,0.01478172379336249,86508,p4
CONTACT,2,User02,device,22482,temperature,rmse,6.17525781927116,0.01640582498050989,86508,p4
CONTACT,2,User02,device,22482,temperature,bias,-5.824830293047339,0.014774726731265122,86508,p4
CONTACT,2,User02,device,22482,humidity,mae,30.76958212937041,0.1809582599453787,86508,p4
CONTACT,2,User02,device,22482,humidity,rmse,34.60686574876783,0.1848362316226527,86508,p4
CONTACT,2,User02,device,22482,humidity,bias,-30.30402463991801,0.17620143894808157,86508,p4
CONTACT,2,User02,channel_quality_phase,normal,temperature,mae,4.50711850095252,0.011917752358170207,107837,p4
CONTACT,2,User02,channel_quality_phase,normal,temperature,rmse,5.001104777075096,0.014041822748692676,107837,p4
CONTACT,2,User02,channel_quality_phase,normal,temperature,bias,-4.5070311395055285,0.011912054577247352,107837,p4
CONTACT,2,User02,channel_quality_phase,normal,humidity,mae,23.78712689153052,0.21312845264712496,107837,p4
CONTACT,2,User02,channel_quality_phase,normal,humidity,rmse,27.911909583271893,0.21283901254246318,107837,p4
CONTACT,2,User02,channel_quality_phase,normal,humidity,bias,-23.59441920416482,0.21986420833928383,107837,p4
CONTACT,2,User02,channel_quality_phase,p1_response_shift,temperature,mae,5.600116703952495,0.023105233850307626,33677,p4
CONTACT,2,User02,channel_quality_phase,p1_response_shift,temperature,rmse,5.7923966174425905,0.024319666597519177,33677,p4
CONTACT,2,User02,channel_quality_phase,p1_response_shift,temperature,bias,-5.600116703952495,0.023105233850307626,33677,p4
CONTACT,2,User02,channel_quality_phase,p1_response_shift,humidity,mae,26.174040307687118,0.15385015263107077,33677,p4
CONTACT,2,User02,channel_quality_phase,p1_response_shift,humidity,rmse,31.211042269133014,0.15260373950860928,33677,p4
CONTACT,2,User02,channel_quality_phase,p1_response_shift,humidity,bias,-25.039783909982418,0.195694631112109,33677,p4
CONTACT,2,User02,channel_quality_phase,p1_transition,temperature,mae,7.084104314496482,0.025731430124357114,2485,p4
CONTACT,2,User02,channel_quality_phase,p1_transition,temperature,rmse,7.252738577441363,0.026034683760426412,2485,p4
CONTACT,2,User02,channel_quality_phase,p1_transition,temperature,bias,-7.084104314496482,0.025731430124357114,2485,p4
CONTACT,2,User02,channel_quality_phase,p1_transition,humidity,mae,35.667915021584456,0.18851281331118108,2485,p4
CONTACT,2,User02,channel_quality_phase,p1_transition,humidity,rmse,36.40761356325353,0.20438705338987928,2485,p4
CONTACT,2,User02,channel_quality_phase,p1_transition,humidity,bias,-35.667915021584456,0.18851281331118108,2485,p4
CONTACT,2,User02,device_x_channel_quality_phase,22482/normal,temperature,mae,5.913175035291117,0.02488154662416597,50346,p4
CONTACT,2,User02,device_x_channel_quality_phase,22482/normal,temperature,rmse,6.362718450459323,0.025249879197460183,50346,p4
CONTACT,2,User02,device_x_channel_quality_phase,22482/normal,temperature,bias,-5.912987914241593,0.024873134500135473,50346,p4
CONTACT,2,User02,device_x_channel_quality_phase,22482/normal,humidity,mae,33.601817156814036,0.25776632501756225,50346,p4
CONTACT,2,User02,device_x_channel_quality_phase,22482/normal,humidity,rmse,36.61705132136913,0.2678241632577761,50346,p4
CONTACT,2,User02,device_x_channel_quality_phase,22482/normal,humidity,bias,-33.56058062179542,0.2587388129179593,50346,p4
CONTACT,2,User02,device_x_channel_quality_phase,22482/p1_response_shift,temperature,mae,5.600116703952495,0.023105233850307626,33677,p4
CONTACT,2,User02,device_x_channel_quality_phase,22482/p1_response_shift,temperature,rmse,5.7923966174425905,0.024319666597519177,33677,p4
CONTACT,2,User02,device_x_channel_quality_phase,22482/p1_response_shift,temperature,bias,-5.600116703952495,0.023105233850307626,33677,p4
CONTACT,2,User02,device_x_channel_quality_phase,22482/p1_response_shift,humidity,mae,26.174040307687118,0.15385015263107077,33677,p4
CONTACT,2,User02,device_x_channel_quality_phase,22482/p1_response_shift,humidity,rmse,31.211042269133014,0.15260373950860928,33677,p4
CONTACT,2,User02,device_x_channel_quality_phase,22482/p1_response_shift,humidity,bias,-25.039783909982418,0.195694631112109,33677,p4
CONTACT,2,User02,device_x_channel_quality_phase,22482/p1_transition,temperature,mae,7.084104314496482,0.025731430124357114,2485,p4
CONTACT,2,User02,device_x_channel_quality_phase,22482/p1_transition,temperature,rmse,7.252738577441363,0.026034683760426412,2485,p4
CONTACT,2,User02,device_x_channel_quality_phase,22482/p1_transition,temperature,bias,-7.084104314496482,0.025731430124357114,2485,p4
CONTACT,2,User02,device_x_channel_quality_phase,22482/p1_transition,humidity,mae,35.667915021584456,0.18851281331118108,2485,p4
CONTACT,2,User02,device_x_channel_quality_phase,22482/p1_transition,humidity,rmse,36.40761356325353,0.20438705338987928,2485,p4
CONTACT,2,User02,device_x_channel_quality_phase,22482/p1_transition,humidity,bias,-35.667915021584456,0.18851281331118108,2485,p4
CONTACT,3,User07,overall,all,temperature,mae,1.9679521083923344,0.023026315254534673,140971,p4
CONTACT,3,User07,overall,all,temperature,rmse,2.4448808082788607,0.027008393005793847,140971,p4
CONTACT,3,User07,overall,all,temperature,bias,1.2322441656620897,0.08763888271251319,140971,p4
CONTACT,3,User07,overall,all,humidity,mae,10.027802874810375,0.38811980637999793,140971,p4
CONTACT,3,User07,overall,all,humidity,rmse,12.364744457089287,0.5302554706875321,140971,p4
CONTACT,3,User07,overall,all,humidity,bias,2.9941709400797616,0.7314013886451532,140971,p4
RAW+MOVEMENT,1,User01,overall,all,temperature,mae,2.6272257955460554,0.12478322980601887,289437,p4
RAW+MOVEMENT,1,User01,overall,all,temperature,rmse,3.1345019804478205,0.14638948950440522,289437,p4
RAW+MOVEMENT,1,User01,overall,all,temperature,bias,1.7515179545606687,0.23009022674277668,289437,p4
RAW+MOVEMENT,1,User01,overall,all,humidity,mae,20.618132003756273,0.6100085600285629,289437,p4
RAW+MOVEMENT,1,User01,overall,all,humidity,rmse,23.23433946035261,0.48858027202258875,289437,p4
RAW+MOVEMENT,1,User01,overall,all,humidity,bias,19.594617691125084,0.6904642707656197,289437,p4
RAW+MOVEMENT,1,User01,sensor_phase,s1,temperature,mae,2.4759538004598394,0.19315122162428994,151883,p4
RAW+MOVEMENT,1,User01,sensor_phase,s1,temperature,rmse,2.98172651323585,0.24816079453487613,151883,p4
RAW+MOVEMENT,1,User01,sensor_phase,s1,temperature,bias,1.105944221350164,0.41861297692820204,151883,p4
RAW+MOVEMENT,1,User01,sensor_phase,s1,humidity,mae,22.153024813416902,1.258363351485214,151883,p4
RAW+MOVEMENT,1,User01,sensor_phase,s1,humidity,rmse,24.21720378323072,1.0385291774275591,151883,p4
RAW+MOVEMENT,1,User01,sensor_phase,s1,humidity,bias,20.359222800458284,1.4076912779629032,151883,p4
RAW+MOVEMENT,1,User01,sensor_phase,s2,temperature,mae,2.7942557941624506,0.04982247167875797,137554,p4
RAW+MOVEMENT,1,User01,sensor_phase,s2,temperature,rmse,3.292422504556128,0.04794693224941898,137554,p4
RAW+MOVEMENT,1,User01,sensor_phase,s2,temperature,bias,2.4643411027149287,0.06912855578314249,137554,p4
RAW+MOVEMENT,1,User01,sensor_phase,s2,humidity,mae,18.923349412121816,0.11670918669939247,137554,p4
RAW+MOVEMENT,1,User01,sensor_phase,s2,humidity,rmse,22.087421041456313,0.1918464014555034,137554,p4
RAW+MOVEMENT,1,User01,sensor_phase,s2,humidity,bias,18.750363668553195,0.11129302623906301,137554,p4
RAW+MOVEMENT,2,User02,overall,all,temperature,mae,4.74994110516338,0.04096036195752737,143999,p4
RAW+MOVEMENT,2,User02,overall,all,temperature,rmse,5.2038077888919565,0.03258151999066011,143999,p4
RAW+MOVEMENT,2,User02,overall,all,temperature,bias,-4.749935736878515,0.04096177324245156,143999,p4
RAW+MOVEMENT,2,User02,overall,all,humidity,mae,24.429338020822268,0.06043274728136114,143999,p4
RAW+MOVEMENT,2,User02,overall,all,humidity,rmse,28.858520152851355,0.12820178118050196,143999,p4
RAW+MOVEMENT,2,User02,overall,all,humidity,bias,-23.969272377979962,0.06756866096002787,143999,p4
RAW+MOVEMENT,2,User02,device,22480,temperature,mae,3.136255124074373,0.055130996497716085,57491,p4
RAW+MOVEMENT,2,User02,device,22480,temperature,rmse,3.2550010794197077,0.05076543719136711,57491,p4
RAW+MOVEMENT,2,User02,device,22480,temperature,bias,-3.136255124074373,0.055130996497716085,57491,p4
RAW+MOVEMENT,2,User02,device,22480,humidity,mae,14.82441275045484,0.21812589339036775,57491,p4
RAW+MOVEMENT,2,User02,device,22480,humidity,rmse,16.643162331584147,0.15523239144828577,57491,p4
RAW+MOVEMENT,2,User02,device,22480,humidity,bias,-14.473196082125668,0.2387472987154592,57491,p4
RAW+MOVEMENT,2,User02,device,22482,temperature,mae,5.822355456885624,0.03253147682429738,86508,p4
RAW+MOVEMENT,2,User02,device,22482,temperature,rmse,6.16719972881161,0.028222139749864907,86508,p4
RAW+MOVEMENT,2,User02,device,22482,temperature,bias,-5.822346520976203,0.03253538765098462,86508,p4
RAW+MOVEMENT,2,User02,device,22482,humidity,mae,30.812525225689956,0.19781900117110524,86508,p4
RAW+MOVEMENT,2,User02,device,22482,humidity,rmse,34.67238384696676,0.21505409795129296,86508,p4
RAW+MOVEMENT,2,User02,device,22482,humidity,bias,-30.280121343682094,0.21708895399941736,86508,p4
RAW+MOVEMENT,2,User02,channel_quality_phase,normal,temperature,mae,4.43417565362432,0.050169291217015924,107837,p4
RAW+MOVEMENT,2,User02,channel_quality_phase,normal,temperature,rmse,4.952033624692149,0.04261340178273161,107837,p4
RAW+MOVEMENT,2,User02,channel_quality_phase,normal,temperature,bias,-4.434168485141773,0.05017150677825294,107837,p4
RAW+MOVEMENT,2,User02,channel_quality_phase,normal,humidity,mae,23.60026961359722,0.1301189839724608,107837,p4
RAW+MOVEMENT,2,User02,channel_quality_phase,normal,humidity,rmse,27.844271322631162,0.08612524145813964,107837,p4
RAW+MOVEMENT,2,User02,channel_quality_phase,normal,humidity,bias,-23.394294341778664,0.140472442483684,107837,p4
RAW+MOVEMENT,2,User02,channel_quality_phase,p1_response_shift,temperature,mae,5.589472784043601,0.015075056336765636,33677,p4
RAW+MOVEMENT,2,User02,channel_quality_phase,p1_response_shift,temperature,rmse,5.77842333579904,0.011912735459410177,33677,p4
RAW+MOVEMENT,2,User02,channel_quality_phase,p1_response_shift,temperature,bias,-5.589472784043601,0.015075056336765636,33677,p4
RAW+MOVEMENT,2,User02,channel_quality_phase,p1_response_shift,humidity,mae,26.240924859677744,0.425544542773658,33677,p4
RAW+MOVEMENT,2,User02,channel_quality_phase,p1_response_shift,humidity,rmse,31.280346875013326,0.4467900581548972,33677,p4
RAW+MOVEMENT,2,User02,channel_quality_phase,p1_response_shift,humidity,bias,-24.933289467078897,0.46759622716394805,33677,p4
RAW+MOVEMENT,2,User02,channel_quality_phase,p1_transition,temperature,mae,7.0752089715490465,0.026102042731558542,2485,p4
RAW+MOVEMENT,2,User02,channel_quality_phase,p1_transition,temperature,rmse,7.246074432063807,0.021293893141345225,2485,p4
RAW+MOVEMENT,2,User02,channel_quality_phase,p1_transition,temperature,bias,-7.0752089715490465,0.026102042731558542,2485,p4
RAW+MOVEMENT,2,User02,channel_quality_phase,p1_transition,humidity,mae,35.85607438210676,0.2401085736816077,2485,p4
RAW+MOVEMENT,2,User02,channel_quality_phase,p1_transition,humidity,rmse,36.78658533009498,0.29159245313512755,2485,p4
RAW+MOVEMENT,2,User02,channel_quality_phase,p1_transition,humidity,bias,-35.85607438210676,0.2401085736816077,2485,p4
RAW+MOVEMENT,2,User02,device_x_channel_quality_phase,22482/normal,temperature,mae,5.91629437535705,0.0476042140247116,50346,p4
RAW+MOVEMENT,2,User02,device_x_channel_quality_phase,22482/normal,temperature,rmse,6.358163579042594,0.04252973224202633,50346,p4
RAW+MOVEMENT,2,User02,device_x_channel_quality_phase,22482/normal,temperature,bias,-5.916279021055768,0.04761288269499914,50346,p4
RAW+MOVEMENT,2,User02,device_x_channel_quality_phase,22482/normal,humidity,mae,33.621577898643075,0.12998345689448085,50346,p4
RAW+MOVEMENT,2,User02,device_x_channel_quality_phase,22482/normal,humidity,rmse,36.66485956225831,0.13008917617581264,50346,p4
RAW+MOVEMENT,2,User02,device_x_channel_quality_phase,22482/normal,humidity,bias,-33.58145638137884,0.1333477831542651,50346,p4
RAW+MOVEMENT,2,User02,device_x_channel_quality_phase,22482/p1_response_shift,temperature,mae,5.589472784043601,0.015075056336765636,33677,p4
RAW+MOVEMENT,2,User02,device_x_channel_quality_phase,22482/p1_response_shift,temperature,rmse,5.77842333579904,0.011912735459410177,33677,p4
RAW+MOVEMENT,2,User02,device_x_channel_quality_phase,22482/p1_response_shift,temperature,bias,-5.589472784043601,0.015075056336765636,33677,p4
RAW+MOVEMENT,2,User02,device_x_channel_quality_phase,22482/p1_response_shift,humidity,mae,26.240924859677744,0.425544542773658,33677,p4
RAW+MOVEMENT,2,User02,device_x_channel_quality_phase,22482/p1_response_shift,humidity,rmse,31.280346875013326,0.4467900581548972,33677,p4
RAW+MOVEMENT,2,User02,device_x_channel_quality_phase,22482/p1_response_shift,humidity,bias,-24.933289467078897,0.46759622716394805,33677,p4
RAW+MOVEMENT,2,User02,device_x_channel_quality_phase,22482/p1_transition,temperature,mae,7.0752089715490465,0.026102042731558542,2485,p4
RAW+MOVEMENT,2,User02,device_x_channel_quality_phase,22482/p1_transition,temperature,rmse,7.246074432063807,0.021293893141345225,2485,p4
RAW+MOVEMENT,2,User02,device_x_channel_quality_phase,22482/p1_transition,temperature,bias,-7.0752089715490465,0.026102042731558542,2485,p4
RAW+MOVEMENT,2,User02,device_x_channel_quality_phase,22482/p1_transition,humidity,mae,35.85607438210676,0.2401085736816077,2485,p4
RAW+MOVEMENT,2,User02,device_x_channel_quality_phase,22482/p1_transition,humidity,rmse,36.78658533009498,0.29159245313512755,2485,p4
RAW+MOVEMENT,2,User02,device_x_channel_quality_phase,22482/p1_transition,humidity,bias,-35.85607438210676,0.2401085736816077,2485,p4
RAW+MOVEMENT,3,User07,overall,all,temperature,mae,1.9856914230073242,0.1333313795657404,140971,p4
RAW+MOVEMENT,3,User07,overall,all,temperature,rmse,2.457661233730555,0.15664531001083076,140971,p4
RAW+MOVEMENT,3,User07,overall,all,temperature,bias,1.2855449003220885,0.3260976163821239,140971,p4
RAW+MOVEMENT,3,User07,overall,all,humidity,mae,10.07952038941194,0.17514431696067262,140971,p4
RAW+MOVEMENT,3,User07,overall,all,humidity,rmse,12.423925518957363,0.21825683369481233,140971,p4
RAW+MOVEMENT,3,User07,overall,all,humidity,bias,2.9015115846290715,1.620905096531275,140971,p4
RAW+CONTACT,1,User01,overall,all,temperature,mae,3.242961736522344,0.26674679509975274,289437,p4
RAW+CONTACT,1,User01,overall,all,temperature,rmse,3.934128596645582,0.3687643994843948,289437,p4
RAW+CONTACT,1,User01,overall,all,temperature,bias,1.978749818509996,0.7560348465355327,289437,p4
RAW+CONTACT,1,User01,overall,all,humidity,mae,18.991144821774558,0.4879446478422001,289437,p4
RAW+CONTACT,1,User01,overall,all,humidity,rmse,22.1795060418672,0.6000067495379708,289437,p4
RAW+CONTACT,1,User01,overall,all,humidity,bias,17.119264299539875,0.9919918322129138,289437,p4
RAW+CONTACT,1,User01,sensor_phase,s1,temperature,mae,3.7069693190781163,0.4468472596953108,151883,p4
RAW+CONTACT,1,User01,sensor_phase,s1,temperature,rmse,4.458456713330552,0.5727866492396265,151883,p4
RAW+CONTACT,1,User01,sensor_phase,s1,temperature,bias,1.6202425896133466,1.3420688753272356,151883,p4
RAW+CONTACT,1,User01,sensor_phase,s1,humidity,mae,19.04667609146006,0.3929550644396725,151883,p4
RAW+CONTACT,1,User01,sensor_phase,s1,humidity,rmse,22.08703575291605,0.607040784686695,151883,p4
RAW+CONTACT,1,User01,sensor_phase,s1,humidity,bias,15.648646394737646,1.3739941248807461,151883,p4
RAW+CONTACT,1,User01,sensor_phase,s2,temperature,mae,2.7306184846989274,0.07806833035708137,137554,p4
RAW+CONTACT,1,User01,sensor_phase,s2,temperature,rmse,3.2501003658104732,0.08309220282261245,137554,p4
RAW+CONTACT,1,User01,sensor_phase,s2,temperature,bias,2.3746027449716753,0.11083551718415263,137554,p4
RAW+CONTACT,1,User01,sensor_phase,s2,humidity,mae,18.929828859798587,0.6079006532927098,137554,p4
RAW+CONTACT,1,User01,sensor_phase,s2,humidity,rmse,22.277960763053766,0.7514497158507236,137554,p4
RAW+CONTACT,1,User01,sensor_phase,s2,humidity,bias,18.743076469560943,0.631153425605397,137554,p4
RAW+CONTACT,2,User02,overall,all,temperature,mae,4.771659896684327,0.10912453734129027,143999,p4
RAW+CONTACT,2,User02,overall,all,temperature,rmse,5.200504938436617,0.10256490369747663,143999,p4
RAW+CONTACT,2,User02,overall,all,temperature,bias,-4.771636202489831,0.10913521916234226,143999,p4
RAW+CONTACT,2,User02,overall,all,humidity,mae,24.238922344846355,0.5337904293120862,143999,p4
RAW+CONTACT,2,User02,overall,all,humidity,rmse,28.53313332967416,0.45236992903549794,143999,p4
RAW+CONTACT,2,User02,overall,all,humidity,bias,-23.83407670013774,0.6009247700217748,143999,p4
RAW+CONTACT,2,User02,device,22480,temperature,mae,3.2742924380296117,0.1236473860135638,57491,p4
RAW+CONTACT,2,User02,device,22480,temperature,rmse,3.39740419402021,0.11520860447993296,57491,p4
RAW+CONTACT,2,User02,device,22480,temperature,bias,-3.2742924380296117,0.1236473860135638,57491,p4
RAW+CONTACT,2,User02,device,22480,humidity,mae,15.146467615733053,0.6241025041872366,57491,p4
RAW+CONTACT,2,User02,device,22480,humidity,rmse,16.906619507435817,0.5533273934344205,57491,p4
RAW+CONTACT,2,User02,device,22480,humidity,bias,-14.837202819073669,0.6744612620249275,57491,p4
RAW+CONTACT,2,User02,device,22482,temperature,mae,5.76677193910258,0.11672997711596401,86508,p4
RAW+CONTACT,2,User02,device,22482,temperature,rmse,6.1110784324313245,0.11353046581696523,86508,p4
RAW+CONTACT,2,User02,device,22482,temperature,bias,-5.766732498353594,0.11674994436677283,86508,p4
RAW+CONTACT,2,User02,device,22482,humidity,mae,30.2815347602467,0.4751584321082615,86508,p4
RAW+CONTACT,2,User02,device,22482,humidity,rmse,34.13496645160101,0.447957630223507,86508,p4
RAW+CONTACT,2,User02,device,22482,humidity,bias,-29.8131685332197,0.5530099695800049,86508,p4
RAW+CONTACT,2,User02,channel_quality_phase,normal,temperature,mae,4.448851214274813,0.11289131627508983,107837,p4
RAW+CONTACT,2,User02,channel_quality_phase,normal,temperature,rmse,4.9261656107789555,0.10537616883442583,107837,p4
RAW+CONTACT,2,User02,channel_quality_phase,normal,temperature,bias,-4.448819574482226,0.11290493751433134,107837,p4
RAW+CONTACT,2,User02,channel_quality_phase,normal,humidity,mae,23.388603619227542,0.5835280762357163,107837,p4
RAW+CONTACT,2,User02,channel_quality_phase,normal,humidity,rmse,27.464212303855337,0.47514814566404107,107837,p4
RAW+CONTACT,2,User02,channel_quality_phase,normal,humidity,bias,-23.200232848996176,0.6189123603274118,107837,p4
RAW+CONTACT,2,User02,channel_quality_phase,p1_response_shift,temperature,mae,5.638262257567806,0.10159393282497589,33677,p4
RAW+CONTACT,2,User02,channel_quality_phase,p1_response_shift,temperature,rmse,5.840279293492887,0.09770117567387651,33677,p4
RAW+CONTACT,2,User02,channel_quality_phase,p1_response_shift,temperature,bias,-5.638262257567806,0.10159393282497589,33677,p4
RAW+CONTACT,2,User02,channel_quality_phase,p1_response_shift,humidity,mae,26.148018471474558,0.3750493877970762,33677,p4
RAW+CONTACT,2,User02,channel_quality_phase,p1_response_shift,humidity,rmse,31.144802881237894,0.39365629959814086,33677,p4
RAW+CONTACT,2,User02,channel_quality_phase,p1_response_shift,humidity,bias,-25.02012616387721,0.550570189503992,33677,p4
RAW+CONTACT,2,User02,channel_quality_phase,p1_transition,temperature,mae,7.035705038544211,0.11300085232588518,2485,p4
RAW+CONTACT,2,User02,channel_quality_phase,p1_transition,temperature,rmse,7.201896258486838,0.10974911847414909,2485,p4
RAW+CONTACT,2,User02,channel_quality_phase,p1_transition,temperature,bias,-7.035705038544211,0.11300085232588518,2485,p4
RAW+CONTACT,2,User02,channel_quality_phase,p1_transition,humidity,mae,35.26636305233012,0.5501865942940024,2485,p4
RAW+CONTACT,2,User02,channel_quality_phase,p1_transition,humidity,rmse,36.04464799051308,0.5066511175502348,2485,p4
RAW+CONTACT,2,User02,channel_quality_phase,p1_transition,humidity,bias,-35.26636305233012,0.5501865942940024,2485,p4
RAW+CONTACT,2,User02,device_x_channel_quality_phase,22482/normal,temperature,mae,5.7901009382869075,0.12748452058398269,50346,p4
RAW+CONTACT,2,User02,device_x_channel_quality_phase,22482/normal,temperature,rmse,6.2284199619167495,0.12409809428811344,50346,p4
RAW+CONTACT,2,User02,device_x_channel_quality_phase,22482/normal,temperature,bias,-5.790033168447927,0.12751903797044506,50346,p4
RAW+CONTACT,2,User02,device_x_channel_quality_phase,22482/normal,humidity,mae,32.800446486126646,0.542023955665609,50346,p4
RAW+CONTACT,2,User02,device_x_channel_quality_phase,22482/normal,humidity,rmse,35.904678316426214,0.4850399317991477,50346,p4
RAW+CONTACT,2,User02,device_x_channel_quality_phase,22482/normal,humidity,bias,-32.75012677205411,0.5606741086895664,50346,p4
RAW+CONTACT,2,User02,device_x_channel_quality_phase,22482/p1_response_shift,temperature,mae,5.638262257567806,0.10159393282497589,33677,p4
RAW+CONTACT,2,User02,device_x_channel_quality_phase,22482/p1_response_shift,temperature,rmse,5.840279293492887,0.09770117567387651,33677,p4
RAW+CONTACT,2,User02,device_x_channel_quality_phase,22482/p1_response_shift,temperature,bias,-5.638262257567806,0.10159393282497589,33677,p4
RAW+CONTACT,2,User02,device_x_channel_quality_phase,22482/p1_response_shift,humidity,mae,26.148018471474558,0.3750493877970762,33677,p4
RAW+CONTACT,2,User02,device_x_channel_quality_phase,22482/p1_response_shift,humidity,rmse,31.144802881237894,0.39365629959814086,33677,p4
RAW+CONTACT,2,User02,device_x_channel_quality_phase,22482/p1_response_shift,humidity,bias,-25.02012616387721,0.550570189503992,33677,p4
RAW+CONTACT,2,User02,device_x_channel_quality_phase,22482/p1_transition,temperature,mae,7.035705038544211,0.11300085232588518,2485,p4
RAW+CONTACT,2,User02,device_x_channel_quality_phase,22482/p1_transition,temperature,rmse,7.201896258486838,0.10974911847414909,2485,p4
RAW+CONTACT,2,User02,device_x_channel_quality_phase,22482/p1_transition,temperature,bias,-7.035705038544211,0.11300085232588518,2485,p4
RAW+CONTACT,2,User02,device_x_channel_quality_phase,22482/p1_transition,humidity,mae,35.26636305233012,0.5501865942940024,2485,p4
RAW+CONTACT,2,User02,device_x_channel_quality_phase,22482/p1_transition,humidity,rmse,36.04464799051308,0.5066511175502348,2485,p4
RAW+CONTACT,2,User02,device_x_channel_quality_phase,22482/p1_transition,humidity,bias,-35.26636305233012,0.5501865942940024,2485,p4
RAW+CONTACT,3,User07,overall,all,temperature,mae,2.0797912189410313,0.10593053836862003,140971,p4
RAW+CONTACT,3,User07,overall,all,temperature,rmse,2.5868733007197537,0.12176870930059147,140971,p4
RAW+CONTACT,3,User07,overall,all,temperature,bias,1.4613908442599828,0.19750804776206712,140971,p4
RAW+CONTACT,3,User07,overall,all,humidity,mae,9.9696137717349,0.27508573543157905,140971,p4
RAW+CONTACT,3,User07,overall,all,humidity,rmse,12.277384935253814,0.33808693845149,140971,p4
RAW+CONTACT,3,User07,overall,all,humidity,bias,3.2377478330457863,0.9645550002991881,140971,p4
RAW+MOVEMENT+CONTACT,1,User01,overall,all,temperature,mae,3.275940495314817,0.23332808933376634,289437,p4
RAW+MOVEMENT+CONTACT,1,User01,overall,all,temperature,rmse,3.918625258519383,0.33099016811763127,289437,p4
RAW+MOVEMENT+CONTACT,1,User01,overall,all,temperature,bias,2.3221743024426993,0.480819794823628,289437,p4
RAW+MOVEMENT+CONTACT,1,User01,overall,all,humidity,mae,19.863148739410857,0.7748943207478975,289437,p4
RAW+MOVEMENT+CONTACT,1,User01,overall,all,humidity,rmse,22.83671303181639,0.7461155461398644,289437,p4
RAW+MOVEMENT+CONTACT,1,User01,overall,all,humidity,bias,18.4628624051785,0.7947521108907376,289437,p4
RAW+MOVEMENT+CONTACT,1,User01,sensor_phase,s1,temperature,mae,3.610599609470967,0.38815822274084594,151883,p4
RAW+MOVEMENT+CONTACT,1,User01,sensor_phase,s1,temperature,rmse,4.31962441950746,0.5287004593191821,151883,p4
RAW+MOVEMENT+CONTACT,1,User01,sensor_phase,s1,temperature,bias,2.063954884481353,0.8329639341981686,151883,p4
RAW+MOVEMENT+CONTACT,1,User01,sensor_phase,s1,humidity,mae,20.355325955165416,1.4355997991598535,151883,p4
RAW+MOVEMENT+CONTACT,1,User01,sensor_phase,s1,humidity,rmse,23.066688084693997,1.4024646081390304,151883,p4
RAW+MOVEMENT+CONTACT,1,User01,sensor_phase,s1,humidity,bias,17.829147267820854,1.4838887899230881,151883,p4
RAW+MOVEMENT+CONTACT,1,User01,sensor_phase,s2,temperature,mae,2.906419941674946,0.07445621656325008,137554,p4
RAW+MOVEMENT+CONTACT,1,User01,sensor_phase,s2,temperature,rmse,3.4134242651196076,0.08140665755154908,137554,p4
RAW+MOVEMENT+CONTACT,1,User01,sensor_phase,s2,temperature,bias,2.607292436835179,0.09258927928635366,137554,p4
RAW+MOVEMENT+CONTACT,1,User01,sensor_phase,s2,humidity,mae,19.319701423735193,0.0650323595178798,137554,p4
RAW+MOVEMENT+CONTACT,1,User01,sensor_phase,s2,humidity,rmse,22.565205112984945,0.07453103223012382,137554,p4
RAW+MOVEMENT+CONTACT,1,User01,sensor_phase,s2,humidity,bias,19.16259164756543,0.06184713996393946,137554,p4
RAW+MOVEMENT+CONTACT,2,User02,overall,all,temperature,mae,4.688073507021779,0.13415504969509534,143999,p4
RAW+MOVEMENT+CONTACT,2,User02,overall,all,temperature,rmse,5.141710291893868,0.12143522658401151,143999,p4
RAW+MOVEMENT+CONTACT,2,User02,overall,all,temperature,bias,-4.688031775120656,0.1341744608015435,143999,p4
RAW+MOVEMENT+CONTACT,2,User02,overall,all,humidity,mae,24.08421776433561,0.05209227165161454,143999,p4
RAW+MOVEMENT+CONTACT,2,User02,overall,all,humidity,rmse,28.465901506509482,0.06001691159635088,143999,p4
RAW+MOVEMENT+CONTACT,2,User02,overall,all,humidity,bias,-23.62118928956403,0.07226807867367199,143999,p4
RAW+MOVEMENT+CONTACT,2,User02,device,22480,temperature,mae,3.16665700074242,0.14088544806413977,57491,p4
RAW+MOVEMENT+CONTACT,2,User02,device,22480,temperature,rmse,3.306593672678297,0.13052924677176614,57491,p4
RAW+MOVEMENT+CONTACT,2,User02,device,22480,temperature,bias,-3.1666518266135473,0.14088929172128656,57491,p4
RAW+MOVEMENT+CONTACT,2,User02,device,22480,humidity,mae,14.857513303926149,0.016951499644989328,57491,p4
RAW+MOVEMENT+CONTACT,2,User02,device,22480,humidity,rmse,16.698944801454658,0.023177434243984923,57491,p4
RAW+MOVEMENT+CONTACT,2,User02,device,22480,humidity,bias,-14.513637605059856,0.015223441758027303,57491,p4
RAW+MOVEMENT+CONTACT,2,User02,device,22482,temperature,mae,5.69916793022549,0.13070267058303867,86508,p4
