fold,held_out_subject,train_subjects,train_n_windows,test_n_windows,train_mean_temp,train_mean_humidity,MAE_T,RMSE_T,bias_T,MAE_H,RMSE_H,bias_H
1,User01,User02+User07,284970,289437,28.442871179422394,48.806235744113415,2.734975170432229,3.180678089712951,2.6371483450922977,23.057883807414225,24.666100333488156,22.23234574387157
2,User02,User01+User07,430408,143999,25.962930521737515,30.710851099421944,4.591746941300422,4.9857234906260235,-4.591746941300422,27.62948740904652,31.081750244801675,-27.494997552304806
3,User07,User01+User02,433436,140971,27.38345222824131,37.08287036609788,1.8151603533251963,2.168557676765581,1.0977480763235399,7.993739161152008,9.611831804132422,-2.1218525911060846
